base,arquivo,ano,uf,tipo,formato,status,caminho,observacoes
CNES,SRRS2109.dbc,2021,RS,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRRS2109.dbc,Fora do recorte principal de CNES.
CNES,SRRS2110.dbc,2021,RS,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRRS2110.dbc,Fora do recorte principal de CNES.
CNES,SRRS2111.dbc,2021,RS,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRRS2111.dbc,Fora do recorte principal de CNES.
CNES,SRRS2201.dbc,2022,RS,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRRS2201.dbc,Fora do recorte principal de CNES.
CNES,SRRS2202.dbc,2022,RS,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRRS2202.dbc,Fora do recorte principal de CNES.
CNES,SRRS2203.dbc,2022,RS,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRRS2203.dbc,Fora do recorte principal de CNES.
CNES,SRRS2204.dbc,2022,RS,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRRS2204.dbc,Fora do recorte principal de CNES.
CNES,SRRS2205.dbc,2022,RS,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRRS2205.dbc,Fora do recorte principal de CNES.
CNES,SRRS2206.dbc,2022,RS,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRRS2206.dbc,Fora do recorte principal de CNES.
CNES,SRRS2207.dbc,2022,RS,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRRS2207.dbc,Fora do recorte principal de CNES.
CNES,SRRS2208.dbc,2022,RS,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRRS2208.dbc,Fora do recorte principal de CNES.
CNES,SRRS2209.dbc,2022,RS,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRRS2209.dbc,Fora do recorte principal de CNES.
CNES,SRRS2210.dbc,2022,RS,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRRS2210.dbc,Fora do recorte principal de CNES.
CNES,SRRS2211.dbc,2022,RS,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRRS2211.dbc,Fora do recorte principal de CNES.
CNES,SRRS2301.dbc,2023,RS,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRRS2301.dbc,Fora do recorte principal de CNES.
CNES,SRRS2302.dbc,2023,RS,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRRS2302.dbc,Fora do recorte principal de CNES.
CNES,SRRS2303.dbc,2023,RS,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRRS2303.dbc,Fora do recorte principal de CNES.
CNES,SRRS2304.dbc,2023,RS,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRRS2304.dbc,Fora do recorte principal de CNES.
CNES,SRRS2305.dbc,2023,RS,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRRS2305.dbc,Fora do recorte principal de CNES.
CNES,SRRS2306.dbc,2023,RS,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRRS2306.dbc,Fora do recorte principal de CNES.
CNES,SRRS2307.dbc,2023,RS,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRRS2307.dbc,Fora do recorte principal de CNES.
CNES,SRRS2308.dbc,2023,RS,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRRS2308.dbc,Fora do recorte principal de CNES.
CNES,SRRS2309.dbc,2023,RS,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRRS2309.dbc,Fora do recorte principal de CNES.
CNES,SRRS2310.dbc,2023,RS,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRRS2310.dbc,Fora do recorte principal de CNES.
CNES,SRRS2311.dbc,2023,RS,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRRS2311.dbc,Fora do recorte principal de CNES.
CNES,SRRS2401.dbc,2024,RS,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRRS2401.dbc,Fora do recorte principal de CNES.
CNES,SRRS2402.dbc,2024,RS,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRRS2402.dbc,Fora do recorte principal de CNES.
CNES,SRRS2403.dbc,2024,RS,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRRS2403.dbc,Fora do recorte principal de CNES.
CNES,SRRS2404.dbc,2024,RS,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRRS2404.dbc,Fora do recorte principal de CNES.
CNES,SRRS2405.dbc,2024,RS,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRRS2405.dbc,Fora do recorte principal de CNES.
CNES,SRRS2406.dbc,2024,RS,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRRS2406.dbc,Fora do recorte principal de CNES.
CNES,SRRS2407.dbc,2024,RS,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRRS2407.dbc,Fora do recorte principal de CNES.
CNES,SRRS2408.dbc,2024,RS,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRRS2408.dbc,Fora do recorte principal de CNES.
CNES,SRRS2409.dbc,2024,RS,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRRS2409.dbc,Fora do recorte principal de CNES.
CNES,SRRS2410.dbc,2024,RS,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRRS2410.dbc,Fora do recorte principal de CNES.
CNES,SRRS2411.dbc,2024,RS,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRRS2411.dbc,Fora do recorte principal de CNES.
CNES,SRRS2501.dbc,2025,RS,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRRS2501.dbc,Fora do recorte principal de CNES.
CNES,SRRS2502.dbc,2025,RS,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRRS2502.dbc,Fora do recorte principal de CNES.
CNES,SRRS2503.dbc,2025,RS,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRRS2503.dbc,Fora do recorte principal de CNES.
CNES,SRRS2504.dbc,2025,RS,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRRS2504.dbc,Fora do recorte principal de CNES.
CNES,SRRS2505.dbc,2025,RS,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRRS2505.dbc,Fora do recorte principal de CNES.
CNES,SRRS2506.dbc,2025,RS,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRRS2506.dbc,Fora do recorte principal de CNES.
CNES,SRRS2507.dbc,2025,RS,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRRS2507.dbc,Fora do recorte principal de CNES.
CNES,SRRS2508.dbc,2025,RS,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRRS2508.dbc,Fora do recorte principal de CNES.
CNES,SRRS2509.dbc,2025,RS,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRRS2509.dbc,Fora do recorte principal de CNES.
CNES,SRRS2510.dbc,2025,RS,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRRS2510.dbc,Fora do recorte principal de CNES.
CNES,SRRS2511.dbc,2025,RS,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRRS2511.dbc,Fora do recorte principal de CNES.
CNES,SRRS2512.dbc,2025,RS,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRRS2512.dbc,Fora do recorte principal de CNES.
CNES,SRRS2601.dbc,2026,RS,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRRS2601.dbc,Fora do recorte principal de CNES.
CNES,SRRS2602.dbc,2026,RS,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRRS2602.dbc,Fora do recorte principal de CNES.
CNES,SRRS2603.dbc,2026,RS,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRRS2603.dbc,Fora do recorte principal de CNES.
CNES,SRRS2604.dbc,2026,RS,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRRS2604.dbc,Fora do recorte principal de CNES.
CNES,SRRS2605.dbc,2026,RS,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRRS2605.dbc,Fora do recorte principal de CNES.
CNES,SRSC0508.dbc,2005,SC,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSC0508.dbc,Fora do recorte principal de CNES.
CNES,SRSC0509.dbc,2005,SC,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSC0509.dbc,Fora do recorte principal de CNES.
CNES,SRSC0510.dbc,2005,SC,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSC0510.dbc,Fora do recorte principal de CNES.
CNES,SRSC0511.dbc,2005,SC,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSC0511.dbc,Fora do recorte principal de CNES.
CNES,SRSC0512.dbc,2005,SC,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSC0512.dbc,Fora do recorte principal de CNES.
CNES,SRSC0601.dbc,2006,SC,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSC0601.dbc,Fora do recorte principal de CNES.
CNES,SRSC0602.dbc,2006,SC,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSC0602.dbc,Fora do recorte principal de CNES.
CNES,SRSC0603.dbc,2006,SC,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSC0603.dbc,Fora do recorte principal de CNES.
CNES,SRSC0604.dbc,2006,SC,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSC0604.dbc,Fora do recorte principal de CNES.
CNES,SRSC0605.dbc,2006,SC,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSC0605.dbc,Fora do recorte principal de CNES.
CNES,SRSC0606.dbc,2006,SC,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSC0606.dbc,Fora do recorte principal de CNES.
CNES,SRSC0607.dbc,2006,SC,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSC0607.dbc,Fora do recorte principal de CNES.
CNES,SRSC0608.dbc,2006,SC,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSC0608.dbc,Fora do recorte principal de CNES.
CNES,SRSC0609.dbc,2006,SC,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSC0609.dbc,Fora do recorte principal de CNES.
CNES,SRSC0610.dbc,2006,SC,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSC0610.dbc,Fora do recorte principal de CNES.
CNES,SRSC0611.dbc,2006,SC,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSC0611.dbc,Fora do recorte principal de CNES.
CNES,SRSC0612.dbc,2006,SC,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSC0612.dbc,Fora do recorte principal de CNES.
CNES,SRSC0701.dbc,2007,SC,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSC0701.dbc,Fora do recorte principal de CNES.
CNES,SRSC0702.dbc,2007,SC,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSC0702.dbc,Fora do recorte principal de CNES.
CNES,SRSC0703.dbc,2007,SC,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSC0703.dbc,Fora do recorte principal de CNES.
CNES,SRSC0704.dbc,2007,SC,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSC0704.dbc,Fora do recorte principal de CNES.
CNES,SRSC0705.dbc,2007,SC,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSC0705.dbc,Fora do recorte principal de CNES.
CNES,SRSC0706.dbc,2007,SC,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSC0706.dbc,Fora do recorte principal de CNES.
CNES,SRSC0707.dbc,2007,SC,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSC0707.dbc,Fora do recorte principal de CNES.
CNES,SRSC0708.dbc,2007,SC,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSC0708.dbc,Fora do recorte principal de CNES.
CNES,SRSC0709.dbc,2007,SC,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSC0709.dbc,Fora do recorte principal de CNES.
CNES,SRSC0710.dbc,2007,SC,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSC0710.dbc,Fora do recorte principal de CNES.
CNES,SRSC0711.dbc,2007,SC,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSC0711.dbc,Fora do recorte principal de CNES.
CNES,SRSC0712.dbc,2007,SC,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSC0712.dbc,Fora do recorte principal de CNES.
CNES,SRSC0801.dbc,2008,SC,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSC0801.dbc,Fora do recorte principal de CNES.
CNES,SRSC0802.dbc,2008,SC,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSC0802.dbc,Fora do recorte principal de CNES.
CNES,SRSC0803.dbc,2008,SC,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSC0803.dbc,Fora do recorte principal de CNES.
CNES,SRSC0804.dbc,2008,SC,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSC0804.dbc,Fora do recorte principal de CNES.
CNES,SRSC0805.dbc,2008,SC,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSC0805.dbc,Fora do recorte principal de CNES.
CNES,SRSC0806.dbc,2008,SC,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSC0806.dbc,Fora do recorte principal de CNES.
CNES,SRSC0807.dbc,2008,SC,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSC0807.dbc,Fora do recorte principal de CNES.
CNES,SRSC0808.dbc,2008,SC,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSC0808.dbc,Fora do recorte principal de CNES.
CNES,SRSC0809.dbc,2008,SC,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSC0809.dbc,Fora do recorte principal de CNES.
CNES,SRSC0810.dbc,2008,SC,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSC0810.dbc,Fora do recorte principal de CNES.
CNES,SRSC0811.dbc,2008,SC,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSC0811.dbc,Fora do recorte principal de CNES.
CNES,SRSC0812.dbc,2008,SC,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSC0812.dbc,Fora do recorte principal de CNES.
CNES,SRSC0901.dbc,2009,SC,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSC0901.dbc,Fora do recorte principal de CNES.
CNES,SRSC0902.dbc,2009,SC,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSC0902.dbc,Fora do recorte principal de CNES.
CNES,SRSC0903.dbc,2009,SC,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSC0903.dbc,Fora do recorte principal de CNES.
CNES,SRSC0904.dbc,2009,SC,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSC0904.dbc,Fora do recorte principal de CNES.
CNES,SRSC0905.dbc,2009,SC,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSC0905.dbc,Fora do recorte principal de CNES.
CNES,SRSC0906.dbc,2009,SC,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSC0906.dbc,Fora do recorte principal de CNES.
CNES,SRSC0907.dbc,2009,SC,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSC0907.dbc,Fora do recorte principal de CNES.
CNES,SRSC0908.dbc,2009,SC,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSC0908.dbc,Fora do recorte principal de CNES.
CNES,SRSC0909.dbc,2009,SC,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSC0909.dbc,Fora do recorte principal de CNES.
CNES,SRSC0910.dbc,2009,SC,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSC0910.dbc,Fora do recorte principal de CNES.
CNES,SRSC0911.dbc,2009,SC,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSC0911.dbc,Fora do recorte principal de CNES.
CNES,SRSC0912.dbc,2009,SC,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSC0912.dbc,Fora do recorte principal de CNES.
CNES,SRSC1001.dbc,2010,SC,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSC1001.dbc,Fora do recorte principal de CNES.
CNES,SRSC1002.dbc,2010,SC,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSC1002.dbc,Fora do recorte principal de CNES.
CNES,SRSC1003.dbc,2010,SC,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSC1003.dbc,Fora do recorte principal de CNES.
CNES,SRSC1004.dbc,2010,SC,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSC1004.dbc,Fora do recorte principal de CNES.
CNES,SRSC1005.dbc,2010,SC,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSC1005.dbc,Fora do recorte principal de CNES.
CNES,SRSC1006.dbc,2010,SC,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSC1006.dbc,Fora do recorte principal de CNES.
CNES,SRSC1007.dbc,2010,SC,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSC1007.dbc,Fora do recorte principal de CNES.
CNES,SRSC1008.dbc,2010,SC,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSC1008.dbc,Fora do recorte principal de CNES.
CNES,SRSC1009.dbc,2010,SC,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSC1009.dbc,Fora do recorte principal de CNES.
CNES,SRSC1010.dbc,2010,SC,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSC1010.dbc,Fora do recorte principal de CNES.
CNES,SRSC1011.dbc,2010,SC,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSC1011.dbc,Fora do recorte principal de CNES.
CNES,SRSC1012.dbc,2010,SC,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSC1012.dbc,Fora do recorte principal de CNES.
CNES,SRSC1101.dbc,2011,SC,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSC1101.dbc,Fora do recorte principal de CNES.
CNES,SRSC1102.dbc,2011,SC,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSC1102.dbc,Fora do recorte principal de CNES.
CNES,SRSC1103.dbc,2011,SC,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSC1103.dbc,Fora do recorte principal de CNES.
CNES,SRSC1104.dbc,2011,SC,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSC1104.dbc,Fora do recorte principal de CNES.
CNES,SRSC1105.dbc,2011,SC,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSC1105.dbc,Fora do recorte principal de CNES.
CNES,SRSC1106.dbc,2011,SC,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSC1106.dbc,Fora do recorte principal de CNES.
CNES,SRSC1107.dbc,2011,SC,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSC1107.dbc,Fora do recorte principal de CNES.
CNES,SRSC1108.dbc,2011,SC,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSC1108.dbc,Fora do recorte principal de CNES.
CNES,SRSC1109.dbc,2011,SC,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSC1109.dbc,Fora do recorte principal de CNES.
CNES,SRSC1110.dbc,2011,SC,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSC1110.dbc,Fora do recorte principal de CNES.
CNES,SRSC1111.dbc,2011,SC,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSC1111.dbc,Fora do recorte principal de CNES.
CNES,SRSC1112.dbc,2011,SC,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSC1112.dbc,Fora do recorte principal de CNES.
CNES,SRSC1201.dbc,2012,SC,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSC1201.dbc,Fora do recorte principal de CNES.
CNES,SRSC1202.dbc,2012,SC,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSC1202.dbc,Fora do recorte principal de CNES.
CNES,SRSC1203.dbc,2012,SC,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSC1203.dbc,Fora do recorte principal de CNES.
CNES,SRSC1204.dbc,2012,SC,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSC1204.dbc,Fora do recorte principal de CNES.
CNES,SRSC1205.dbc,2012,SC,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSC1205.dbc,Fora do recorte principal de CNES.
CNES,SRSC1206.dbc,2012,SC,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSC1206.dbc,Fora do recorte principal de CNES.
CNES,SRSC1207.dbc,2012,SC,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSC1207.dbc,Fora do recorte principal de CNES.
CNES,SRSC1208.dbc,2012,SC,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSC1208.dbc,Fora do recorte principal de CNES.
CNES,SRSC1209.dbc,2012,SC,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSC1209.dbc,Fora do recorte principal de CNES.
CNES,SRSC1210.dbc,2012,SC,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSC1210.dbc,Fora do recorte principal de CNES.
CNES,SRSC1211.dbc,2012,SC,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSC1211.dbc,Fora do recorte principal de CNES.
CNES,SRSC1212.dbc,2012,SC,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSC1212.dbc,Fora do recorte principal de CNES.
CNES,SRSC1301.dbc,2013,SC,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSC1301.dbc,Fora do recorte principal de CNES.
CNES,SRSC1302.dbc,2013,SC,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSC1302.dbc,Fora do recorte principal de CNES.
CNES,SRSC1303.dbc,2013,SC,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSC1303.dbc,Fora do recorte principal de CNES.
CNES,SRSC1304.dbc,2013,SC,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSC1304.dbc,Fora do recorte principal de CNES.
CNES,SRSC1305.dbc,2013,SC,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSC1305.dbc,Fora do recorte principal de CNES.
CNES,SRSC1306.dbc,2013,SC,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSC1306.dbc,Fora do recorte principal de CNES.
CNES,SRSC1307.dbc,2013,SC,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSC1307.dbc,Fora do recorte principal de CNES.
CNES,SRSC1308.dbc,2013,SC,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSC1308.dbc,Fora do recorte principal de CNES.
CNES,SRSC1309.dbc,2013,SC,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSC1309.dbc,Fora do recorte principal de CNES.
CNES,SRSC1310.dbc,2013,SC,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSC1310.dbc,Fora do recorte principal de CNES.
CNES,SRSC1311.dbc,2013,SC,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSC1311.dbc,Fora do recorte principal de CNES.
CNES,SRSC1312.dbc,2013,SC,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSC1312.dbc,Fora do recorte principal de CNES.
CNES,SRSC1401.dbc,2014,SC,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSC1401.dbc,Fora do recorte principal de CNES.
CNES,SRSC1402.dbc,2014,SC,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSC1402.dbc,Fora do recorte principal de CNES.
CNES,SRSC1403.dbc,2014,SC,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSC1403.dbc,Fora do recorte principal de CNES.
CNES,SRSC1404.dbc,2014,SC,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSC1404.dbc,Fora do recorte principal de CNES.
CNES,SRSC1405.dbc,2014,SC,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSC1405.dbc,Fora do recorte principal de CNES.
CNES,SRSC1406.dbc,2014,SC,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSC1406.dbc,Fora do recorte principal de CNES.
CNES,SRSC1407.dbc,2014,SC,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSC1407.dbc,Fora do recorte principal de CNES.
CNES,SRSC1408.dbc,2014,SC,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSC1408.dbc,Fora do recorte principal de CNES.
CNES,SRSC1409.dbc,2014,SC,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSC1409.dbc,Fora do recorte principal de CNES.
CNES,SRSC1410.dbc,2014,SC,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSC1410.dbc,Fora do recorte principal de CNES.
CNES,SRSC1411.dbc,2014,SC,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSC1411.dbc,Fora do recorte principal de CNES.
CNES,SRSC1412.dbc,2014,SC,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSC1412.dbc,Fora do recorte principal de CNES.
CNES,SRSC1501.dbc,2015,SC,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSC1501.dbc,Fora do recorte principal de CNES.
CNES,SRSC1502.dbc,2015,SC,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSC1502.dbc,Fora do recorte principal de CNES.
CNES,SRSC1503.dbc,2015,SC,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSC1503.dbc,Fora do recorte principal de CNES.
CNES,SRSC1504.dbc,2015,SC,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSC1504.dbc,Fora do recorte principal de CNES.
CNES,SRSC1505.dbc,2015,SC,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSC1505.dbc,Fora do recorte principal de CNES.
CNES,SRSC1506.dbc,2015,SC,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSC1506.dbc,Fora do recorte principal de CNES.
CNES,SRSC1507.dbc,2015,SC,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSC1507.dbc,Fora do recorte principal de CNES.
CNES,SRSC1508.dbc,2015,SC,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSC1508.dbc,Fora do recorte principal de CNES.
CNES,SRSC1509.dbc,2015,SC,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSC1509.dbc,Fora do recorte principal de CNES.
CNES,SRSC1510.dbc,2015,SC,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSC1510.dbc,Fora do recorte principal de CNES.
CNES,SRSC1511.dbc,2015,SC,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSC1511.dbc,Fora do recorte principal de CNES.
CNES,SRSC1512.dbc,2015,SC,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSC1512.dbc,Fora do recorte principal de CNES.
CNES,SRSC1601.dbc,2016,SC,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSC1601.dbc,Fora do recorte principal de CNES.
CNES,SRSC1602.dbc,2016,SC,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSC1602.dbc,Fora do recorte principal de CNES.
CNES,SRSC1603.dbc,2016,SC,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSC1603.dbc,Fora do recorte principal de CNES.
CNES,SRSC1604.dbc,2016,SC,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSC1604.dbc,Fora do recorte principal de CNES.
CNES,SRSC1605.dbc,2016,SC,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSC1605.dbc,Fora do recorte principal de CNES.
CNES,SRSC1606.dbc,2016,SC,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSC1606.dbc,Fora do recorte principal de CNES.
CNES,SRSC1607.dbc,2016,SC,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSC1607.dbc,Fora do recorte principal de CNES.
CNES,SRSC1608.dbc,2016,SC,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSC1608.dbc,Fora do recorte principal de CNES.
CNES,SRSC1609.dbc,2016,SC,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSC1609.dbc,Fora do recorte principal de CNES.
CNES,SRSC1610.dbc,2016,SC,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSC1610.dbc,Fora do recorte principal de CNES.
