base,arquivo,ano,uf,tipo,formato,status,caminho,observacoes
CNES,SRSP2006.dbc,2020,SP,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSP2006.dbc,Fora do recorte principal de CNES.
CNES,SRSP2007.dbc,2020,SP,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSP2007.dbc,Fora do recorte principal de CNES.
CNES,SRSP2008.dbc,2020,SP,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSP2008.dbc,Fora do recorte principal de CNES.
CNES,SRSP2009.dbc,2020,SP,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSP2009.dbc,Fora do recorte principal de CNES.
CNES,SRSP2010.dbc,2020,SP,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSP2010.dbc,Fora do recorte principal de CNES.
CNES,SRSP2011.dbc,2020,SP,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSP2011.dbc,Fora do recorte principal de CNES.
CNES,SRSP2012.dbc,2020,SP,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSP2012.dbc,Fora do recorte principal de CNES.
CNES,SRSP2101.dbc,2021,SP,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSP2101.dbc,Fora do recorte principal de CNES.
CNES,SRSP2102.dbc,2021,SP,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSP2102.dbc,Fora do recorte principal de CNES.
CNES,SRSP2103.dbc,2021,SP,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSP2103.dbc,Fora do recorte principal de CNES.
CNES,SRSP2104.dbc,2021,SP,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSP2104.dbc,Fora do recorte principal de CNES.
CNES,SRSP2105.dbc,2021,SP,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSP2105.dbc,Fora do recorte principal de CNES.
CNES,SRSP2106.dbc,2021,SP,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSP2106.dbc,Fora do recorte principal de CNES.
CNES,SRSP2107.dbc,2021,SP,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSP2107.dbc,Fora do recorte principal de CNES.
CNES,SRSP2108.dbc,2021,SP,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSP2108.dbc,Fora do recorte principal de CNES.
CNES,SRSP2109.dbc,2021,SP,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSP2109.dbc,Fora do recorte principal de CNES.
CNES,SRSP2110.dbc,2021,SP,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSP2110.dbc,Fora do recorte principal de CNES.
CNES,SRSP2111.dbc,2021,SP,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSP2111.dbc,Fora do recorte principal de CNES.
CNES,SRSP2112.dbc,2021,SP,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSP2112.dbc,Fora do recorte principal de CNES.
CNES,SRSP2201.dbc,2022,SP,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSP2201.dbc,Fora do recorte principal de CNES.
CNES,SRSP2202.dbc,2022,SP,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSP2202.dbc,Fora do recorte principal de CNES.
CNES,SRSP2203.dbc,2022,SP,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSP2203.dbc,Fora do recorte principal de CNES.
CNES,SRSP2204.dbc,2022,SP,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSP2204.dbc,Fora do recorte principal de CNES.
CNES,SRSP2205.dbc,2022,SP,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSP2205.dbc,Fora do recorte principal de CNES.
CNES,SRSP2206.dbc,2022,SP,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSP2206.dbc,Fora do recorte principal de CNES.
CNES,SRSP2207.dbc,2022,SP,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSP2207.dbc,Fora do recorte principal de CNES.
CNES,SRSP2208.dbc,2022,SP,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSP2208.dbc,Fora do recorte principal de CNES.
CNES,SRSP2209.dbc,2022,SP,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSP2209.dbc,Fora do recorte principal de CNES.
CNES,SRSP2210.dbc,2022,SP,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSP2210.dbc,Fora do recorte principal de CNES.
CNES,SRSP2211.dbc,2022,SP,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSP2211.dbc,Fora do recorte principal de CNES.
CNES,SRSP2212.dbc,2022,SP,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSP2212.dbc,Fora do recorte principal de CNES.
CNES,SRSP2301.dbc,2023,SP,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSP2301.dbc,Fora do recorte principal de CNES.
CNES,SRSP2302.dbc,2023,SP,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSP2302.dbc,Fora do recorte principal de CNES.
CNES,SRSP2303.dbc,2023,SP,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSP2303.dbc,Fora do recorte principal de CNES.
CNES,SRSP2304.dbc,2023,SP,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSP2304.dbc,Fora do recorte principal de CNES.
CNES,SRSP2305.dbc,2023,SP,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSP2305.dbc,Fora do recorte principal de CNES.
CNES,SRSP2306.dbc,2023,SP,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSP2306.dbc,Fora do recorte principal de CNES.
CNES,SRSP2307.dbc,2023,SP,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSP2307.dbc,Fora do recorte principal de CNES.
CNES,SRSP2308.dbc,2023,SP,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSP2308.dbc,Fora do recorte principal de CNES.
CNES,SRSP2309.dbc,2023,SP,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSP2309.dbc,Fora do recorte principal de CNES.
CNES,SRSP2310.dbc,2023,SP,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSP2310.dbc,Fora do recorte principal de CNES.
CNES,SRSP2311.dbc,2023,SP,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSP2311.dbc,Fora do recorte principal de CNES.
CNES,SRSP2312.dbc,2023,SP,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSP2312.dbc,Fora do recorte principal de CNES.
CNES,SRSP2401.dbc,2024,SP,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSP2401.dbc,Fora do recorte principal de CNES.
CNES,SRSP2402.dbc,2024,SP,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSP2402.dbc,Fora do recorte principal de CNES.
CNES,SRSP2403.dbc,2024,SP,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSP2403.dbc,Fora do recorte principal de CNES.
CNES,SRSP2404.dbc,2024,SP,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSP2404.dbc,Fora do recorte principal de CNES.
CNES,SRSP2405.dbc,2024,SP,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSP2405.dbc,Fora do recorte principal de CNES.
CNES,SRSP2406.dbc,2024,SP,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSP2406.dbc,Fora do recorte principal de CNES.
CNES,SRSP2407.dbc,2024,SP,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSP2407.dbc,Fora do recorte principal de CNES.
CNES,SRSP2408.dbc,2024,SP,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSP2408.dbc,Fora do recorte principal de CNES.
CNES,SRSP2409.dbc,2024,SP,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSP2409.dbc,Fora do recorte principal de CNES.
CNES,SRSP2410.dbc,2024,SP,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSP2410.dbc,Fora do recorte principal de CNES.
CNES,SRSP2411.dbc,2024,SP,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSP2411.dbc,Fora do recorte principal de CNES.
CNES,SRSP2412.dbc,2024,SP,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSP2412.dbc,Fora do recorte principal de CNES.
CNES,SRSP2501.dbc,2025,SP,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSP2501.dbc,Fora do recorte principal de CNES.
CNES,SRSP2502.dbc,2025,SP,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSP2502.dbc,Fora do recorte principal de CNES.
CNES,SRSP2503.dbc,2025,SP,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSP2503.dbc,Fora do recorte principal de CNES.
CNES,SRSP2504.dbc,2025,SP,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSP2504.dbc,Fora do recorte principal de CNES.
CNES,SRSP2505.dbc,2025,SP,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSP2505.dbc,Fora do recorte principal de CNES.
CNES,SRSP2506.dbc,2025,SP,sr_mes_06,DBC,ignorado,data/ignored/cnes/SRSP2506.dbc,Fora do recorte principal de CNES.
CNES,SRSP2507.dbc,2025,SP,sr_mes_07,DBC,ignorado,data/ignored/cnes/SRSP2507.dbc,Fora do recorte principal de CNES.
CNES,SRSP2508.dbc,2025,SP,sr_mes_08,DBC,ignorado,data/ignored/cnes/SRSP2508.dbc,Fora do recorte principal de CNES.
CNES,SRSP2509.dbc,2025,SP,sr_mes_09,DBC,ignorado,data/ignored/cnes/SRSP2509.dbc,Fora do recorte principal de CNES.
CNES,SRSP2510.dbc,2025,SP,sr_mes_10,DBC,ignorado,data/ignored/cnes/SRSP2510.dbc,Fora do recorte principal de CNES.
CNES,SRSP2511.dbc,2025,SP,sr_mes_11,DBC,ignorado,data/ignored/cnes/SRSP2511.dbc,Fora do recorte principal de CNES.
CNES,SRSP2512.dbc,2025,SP,sr_mes_12,DBC,ignorado,data/ignored/cnes/SRSP2512.dbc,Fora do recorte principal de CNES.
CNES,SRSP2601.dbc,2026,SP,sr_mes_01,DBC,ignorado,data/ignored/cnes/SRSP2601.dbc,Fora do recorte principal de CNES.
CNES,SRSP2602.dbc,2026,SP,sr_mes_02,DBC,ignorado,data/ignored/cnes/SRSP2602.dbc,Fora do recorte principal de CNES.
CNES,SRSP2603.dbc,2026,SP,sr_mes_03,DBC,ignorado,data/ignored/cnes/SRSP2603.dbc,Fora do recorte principal de CNES.
CNES,SRSP2604.dbc,2026,SP,sr_mes_04,DBC,ignorado,data/ignored/cnes/SRSP2604.dbc,Fora do recorte principal de CNES.
CNES,SRSP2605.dbc,2026,SP,sr_mes_05,DBC,ignorado,data/ignored/cnes/SRSP2605.dbc,Fora do recorte principal de CNES.
CNES,STRS0508.dbc,2005,RS,st_mes_08,DBC,ignorado,data/ignored/cnes/STRS0508.dbc,Fora do recorte principal de CNES.
CNES,STRS0509.dbc,2005,RS,st_mes_09,DBC,ignorado,data/ignored/cnes/STRS0509.dbc,Fora do recorte principal de CNES.
CNES,STRS0510.dbc,2005,RS,st_mes_10,DBC,ignorado,data/ignored/cnes/STRS0510.dbc,Fora do recorte principal de CNES.
CNES,STRS0511.dbc,2005,RS,st_mes_11,DBC,ignorado,data/ignored/cnes/STRS0511.dbc,Fora do recorte principal de CNES.
CNES,STRS0512.dbc,2005,RS,st_mes_12,DBC,ignorado,data/ignored/cnes/STRS0512.dbc,Fora do recorte principal de CNES.
CNES,STRS0601.dbc,2006,RS,st_mes_01,DBC,ignorado,data/ignored/cnes/STRS0601.dbc,Fora do recorte principal de CNES.
CNES,STRS0602.dbc,2006,RS,st_mes_02,DBC,ignorado,data/ignored/cnes/STRS0602.dbc,Fora do recorte principal de CNES.
CNES,STRS0603.dbc,2006,RS,st_mes_03,DBC,ignorado,data/ignored/cnes/STRS0603.dbc,Fora do recorte principal de CNES.
CNES,STRS0604.dbc,2006,RS,st_mes_04,DBC,ignorado,data/ignored/cnes/STRS0604.dbc,Fora do recorte principal de CNES.
CNES,STRS0605.dbc,2006,RS,st_mes_05,DBC,ignorado,data/ignored/cnes/STRS0605.dbc,Fora do recorte principal de CNES.
CNES,STRS0606.dbc,2006,RS,st_mes_06,DBC,ignorado,data/ignored/cnes/STRS0606.dbc,Fora do recorte principal de CNES.
CNES,STRS0607.dbc,2006,RS,st_mes_07,DBC,ignorado,data/ignored/cnes/STRS0607.dbc,Fora do recorte principal de CNES.
CNES,STRS0608.dbc,2006,RS,st_mes_08,DBC,ignorado,data/ignored/cnes/STRS0608.dbc,Fora do recorte principal de CNES.
CNES,STRS0609.dbc,2006,RS,st_mes_09,DBC,ignorado,data/ignored/cnes/STRS0609.dbc,Fora do recorte principal de CNES.
CNES,STRS0610.dbc,2006,RS,st_mes_10,DBC,ignorado,data/ignored/cnes/STRS0610.dbc,Fora do recorte principal de CNES.
CNES,STRS0611.dbc,2006,RS,st_mes_11,DBC,ignorado,data/ignored/cnes/STRS0611.dbc,Fora do recorte principal de CNES.
CNES,STRS0612.dbc,2006,RS,st_mes_12,DBC,ignorado,data/ignored/cnes/STRS0612.dbc,Fora do recorte principal de CNES.
CNES,STRS0701.dbc,2007,RS,st_mes_01,DBC,ignorado,data/ignored/cnes/STRS0701.dbc,Fora do recorte principal de CNES.
CNES,STRS0702.dbc,2007,RS,st_mes_02,DBC,ignorado,data/ignored/cnes/STRS0702.dbc,Fora do recorte principal de CNES.
CNES,STRS0703.dbc,2007,RS,st_mes_03,DBC,ignorado,data/ignored/cnes/STRS0703.dbc,Fora do recorte principal de CNES.
CNES,STRS0704.dbc,2007,RS,st_mes_04,DBC,ignorado,data/ignored/cnes/STRS0704.dbc,Fora do recorte principal de CNES.
CNES,STRS0705.dbc,2007,RS,st_mes_05,DBC,ignorado,data/ignored/cnes/STRS0705.dbc,Fora do recorte principal de CNES.
CNES,STRS0706.dbc,2007,RS,st_mes_06,DBC,ignorado,data/ignored/cnes/STRS0706.dbc,Fora do recorte principal de CNES.
CNES,STRS0707.dbc,2007,RS,st_mes_07,DBC,ignorado,data/ignored/cnes/STRS0707.dbc,Fora do recorte principal de CNES.
CNES,STRS0708.dbc,2007,RS,st_mes_08,DBC,ignorado,data/ignored/cnes/STRS0708.dbc,Fora do recorte principal de CNES.
CNES,STRS0709.dbc,2007,RS,st_mes_09,DBC,ignorado,data/ignored/cnes/STRS0709.dbc,Fora do recorte principal de CNES.
CNES,STRS0710.dbc,2007,RS,st_mes_10,DBC,ignorado,data/ignored/cnes/STRS0710.dbc,Fora do recorte principal de CNES.
CNES,STRS0711.dbc,2007,RS,st_mes_11,DBC,ignorado,data/ignored/cnes/STRS0711.dbc,Fora do recorte principal de CNES.
CNES,STRS0712.dbc,2007,RS,st_mes_12,DBC,ignorado,data/ignored/cnes/STRS0712.dbc,Fora do recorte principal de CNES.
CNES,STRS0801.dbc,2008,RS,st_mes_01,DBC,ignorado,data/ignored/cnes/STRS0801.dbc,Fora do recorte principal de CNES.
CNES,STRS0802.dbc,2008,RS,st_mes_02,DBC,ignorado,data/ignored/cnes/STRS0802.dbc,Fora do recorte principal de CNES.
CNES,STRS0803.dbc,2008,RS,st_mes_03,DBC,ignorado,data/ignored/cnes/STRS0803.dbc,Fora do recorte principal de CNES.
CNES,STRS0804.dbc,2008,RS,st_mes_04,DBC,ignorado,data/ignored/cnes/STRS0804.dbc,Fora do recorte principal de CNES.
CNES,STRS0805.dbc,2008,RS,st_mes_05,DBC,ignorado,data/ignored/cnes/STRS0805.dbc,Fora do recorte principal de CNES.
CNES,STRS0806.dbc,2008,RS,st_mes_06,DBC,ignorado,data/ignored/cnes/STRS0806.dbc,Fora do recorte principal de CNES.
CNES,STRS0807.dbc,2008,RS,st_mes_07,DBC,ignorado,data/ignored/cnes/STRS0807.dbc,Fora do recorte principal de CNES.
CNES,STRS0808.dbc,2008,RS,st_mes_08,DBC,ignorado,data/ignored/cnes/STRS0808.dbc,Fora do recorte principal de CNES.
CNES,STRS0809.dbc,2008,RS,st_mes_09,DBC,ignorado,data/ignored/cnes/STRS0809.dbc,Fora do recorte principal de CNES.
CNES,STRS0810.dbc,2008,RS,st_mes_10,DBC,ignorado,data/ignored/cnes/STRS0810.dbc,Fora do recorte principal de CNES.
CNES,STRS0811.dbc,2008,RS,st_mes_11,DBC,ignorado,data/ignored/cnes/STRS0811.dbc,Fora do recorte principal de CNES.
CNES,STRS0812.dbc,2008,RS,st_mes_12,DBC,ignorado,data/ignored/cnes/STRS0812.dbc,Fora do recorte principal de CNES.
CNES,STRS0901.dbc,2009,RS,st_mes_01,DBC,ignorado,data/ignored/cnes/STRS0901.dbc,Fora do recorte principal de CNES.
CNES,STRS0902.dbc,2009,RS,st_mes_02,DBC,ignorado,data/ignored/cnes/STRS0902.dbc,Fora do recorte principal de CNES.
CNES,STRS0903.dbc,2009,RS,st_mes_03,DBC,ignorado,data/ignored/cnes/STRS0903.dbc,Fora do recorte principal de CNES.
CNES,STRS0904.dbc,2009,RS,st_mes_04,DBC,ignorado,data/ignored/cnes/STRS0904.dbc,Fora do recorte principal de CNES.
CNES,STRS0905.dbc,2009,RS,st_mes_05,DBC,ignorado,data/ignored/cnes/STRS0905.dbc,Fora do recorte principal de CNES.
CNES,STRS0906.dbc,2009,RS,st_mes_06,DBC,ignorado,data/ignored/cnes/STRS0906.dbc,Fora do recorte principal de CNES.
CNES,STRS0907.dbc,2009,RS,st_mes_07,DBC,ignorado,data/ignored/cnes/STRS0907.dbc,Fora do recorte principal de CNES.
CNES,STRS0908.dbc,2009,RS,st_mes_08,DBC,ignorado,data/ignored/cnes/STRS0908.dbc,Fora do recorte principal de CNES.
CNES,STRS0909.dbc,2009,RS,st_mes_09,DBC,ignorado,data/ignored/cnes/STRS0909.dbc,Fora do recorte principal de CNES.
CNES,STRS0910.dbc,2009,RS,st_mes_10,DBC,ignorado,data/ignored/cnes/STRS0910.dbc,Fora do recorte principal de CNES.
CNES,STRS0911.dbc,2009,RS,st_mes_11,DBC,ignorado,data/ignored/cnes/STRS0911.dbc,Fora do recorte principal de CNES.
CNES,STRS0912.dbc,2009,RS,st_mes_12,DBC,ignorado,data/ignored/cnes/STRS0912.dbc,Fora do recorte principal de CNES.
CNES,STRS1001.dbc,2010,RS,st_mes_01,DBC,ignorado,data/ignored/cnes/STRS1001.dbc,Fora do recorte principal de CNES.
CNES,STRS1002.dbc,2010,RS,st_mes_02,DBC,ignorado,data/ignored/cnes/STRS1002.dbc,Fora do recorte principal de CNES.
CNES,STRS1003.dbc,2010,RS,st_mes_03,DBC,ignorado,data/ignored/cnes/STRS1003.dbc,Fora do recorte principal de CNES.
CNES,STRS1004.dbc,2010,RS,st_mes_04,DBC,ignorado,data/ignored/cnes/STRS1004.dbc,Fora do recorte principal de CNES.
CNES,STRS1005.dbc,2010,RS,st_mes_05,DBC,ignorado,data/ignored/cnes/STRS1005.dbc,Fora do recorte principal de CNES.
CNES,STRS1006.dbc,2010,RS,st_mes_06,DBC,ignorado,data/ignored/cnes/STRS1006.dbc,Fora do recorte principal de CNES.
CNES,STRS1007.dbc,2010,RS,st_mes_07,DBC,ignorado,data/ignored/cnes/STRS1007.dbc,Fora do recorte principal de CNES.
CNES,STRS1008.dbc,2010,RS,st_mes_08,DBC,ignorado,data/ignored/cnes/STRS1008.dbc,Fora do recorte principal de CNES.
CNES,STRS1009.dbc,2010,RS,st_mes_09,DBC,ignorado,data/ignored/cnes/STRS1009.dbc,Fora do recorte principal de CNES.
CNES,STRS1010.dbc,2010,RS,st_mes_10,DBC,ignorado,data/ignored/cnes/STRS1010.dbc,Fora do recorte principal de CNES.
CNES,STRS1011.dbc,2010,RS,st_mes_11,DBC,ignorado,data/ignored/cnes/STRS1011.dbc,Fora do recorte principal de CNES.
CNES,STRS1012.dbc,2010,RS,st_mes_12,DBC,ignorado,data/ignored/cnes/STRS1012.dbc,Fora do recorte principal de CNES.
CNES,STRS1101.dbc,2011,RS,st_mes_01,DBC,ignorado,data/ignored/cnes/STRS1101.dbc,Fora do recorte principal de CNES.
CNES,STRS1102.dbc,2011,RS,st_mes_02,DBC,ignorado,data/ignored/cnes/STRS1102.dbc,Fora do recorte principal de CNES.
CNES,STRS1103.dbc,2011,RS,st_mes_03,DBC,ignorado,data/ignored/cnes/STRS1103.dbc,Fora do recorte principal de CNES.
CNES,STRS1104.dbc,2011,RS,st_mes_04,DBC,ignorado,data/ignored/cnes/STRS1104.dbc,Fora do recorte principal de CNES.
CNES,STRS1105.dbc,2011,RS,st_mes_05,DBC,ignorado,data/ignored/cnes/STRS1105.dbc,Fora do recorte principal de CNES.
CNES,STRS1106.dbc,2011,RS,st_mes_06,DBC,ignorado,data/ignored/cnes/STRS1106.dbc,Fora do recorte principal de CNES.
CNES,STRS1107.dbc,2011,RS,st_mes_07,DBC,ignorado,data/ignored/cnes/STRS1107.dbc,Fora do recorte principal de CNES.
CNES,STRS1108.dbc,2011,RS,st_mes_08,DBC,ignorado,data/ignored/cnes/STRS1108.dbc,Fora do recorte principal de CNES.
CNES,STRS1109.dbc,2011,RS,st_mes_09,DBC,ignorado,data/ignored/cnes/STRS1109.dbc,Fora do recorte principal de CNES.
CNES,STRS1110.dbc,2011,RS,st_mes_10,DBC,ignorado,data/ignored/cnes/STRS1110.dbc,Fora do recorte principal de CNES.
CNES,STRS1111.dbc,2011,RS,st_mes_11,DBC,ignorado,data/ignored/cnes/STRS1111.dbc,Fora do recorte principal de CNES.
CNES,STRS1112.dbc,2011,RS,st_mes_12,DBC,ignorado,data/ignored/cnes/STRS1112.dbc,Fora do recorte principal de CNES.
CNES,STRS1201.dbc,2012,RS,st_mes_01,DBC,ignorado,data/ignored/cnes/STRS1201.dbc,Fora do recorte principal de CNES.
CNES,STRS1202.dbc,2012,RS,st_mes_02,DBC,ignorado,data/ignored/cnes/STRS1202.dbc,Fora do recorte principal de CNES.
CNES,STRS1203.dbc,2012,RS,st_mes_03,DBC,ignorado,data/ignored/cnes/STRS1203.dbc,Fora do recorte principal de CNES.
CNES,STRS1204.dbc,2012,RS,st_mes_04,DBC,ignorado,data/ignored/cnes/STRS1204.dbc,Fora do recorte principal de CNES.
CNES,STRS1205.dbc,2012,RS,st_mes_05,DBC,ignorado,data/ignored/cnes/STRS1205.dbc,Fora do recorte principal de CNES.
CNES,STRS1206.dbc,2012,RS,st_mes_06,DBC,ignorado,data/ignored/cnes/STRS1206.dbc,Fora do recorte principal de CNES.
CNES,STRS1207.dbc,2012,RS,st_mes_07,DBC,ignorado,data/ignored/cnes/STRS1207.dbc,Fora do recorte principal de CNES.
CNES,STRS1208.dbc,2012,RS,st_mes_08,DBC,ignorado,data/ignored/cnes/STRS1208.dbc,Fora do recorte principal de CNES.
CNES,STRS1209.dbc,2012,RS,st_mes_09,DBC,ignorado,data/ignored/cnes/STRS1209.dbc,Fora do recorte principal de CNES.
CNES,STRS1210.dbc,2012,RS,st_mes_10,DBC,ignorado,data/ignored/cnes/STRS1210.dbc,Fora do recorte principal de CNES.
CNES,STRS1211.dbc,2012,RS,st_mes_11,DBC,ignorado,data/ignored/cnes/STRS1211.dbc,Fora do recorte principal de CNES.
CNES,STRS1212.dbc,2012,RS,st_mes_12,DBC,ignorado,data/ignored/cnes/STRS1212.dbc,Fora do recorte principal de CNES.
CNES,STRS1301.dbc,2013,RS,st_mes_01,DBC,ignorado,data/ignored/cnes/STRS1301.dbc,Fora do recorte principal de CNES.
CNES,STRS1302.dbc,2013,RS,st_mes_02,DBC,ignorado,data/ignored/cnes/STRS1302.dbc,Fora do recorte principal de CNES.
CNES,STRS1303.dbc,2013,RS,st_mes_03,DBC,ignorado,data/ignored/cnes/STRS1303.dbc,Fora do recorte principal de CNES.
CNES,STRS1304.dbc,2013,RS,st_mes_04,DBC,ignorado,data/ignored/cnes/STRS1304.dbc,Fora do recorte principal de CNES.
CNES,STRS1305.dbc,2013,RS,st_mes_05,DBC,ignorado,data/ignored/cnes/STRS1305.dbc,Fora do recorte principal de CNES.
CNES,STRS1306.dbc,2013,RS,st_mes_06,DBC,ignorado,data/ignored/cnes/STRS1306.dbc,Fora do recorte principal de CNES.
CNES,STRS1307.dbc,2013,RS,st_mes_07,DBC,ignorado,data/ignored/cnes/STRS1307.dbc,Fora do recorte principal de CNES.
CNES,STRS1308.dbc,2013,RS,st_mes_08,DBC,ignorado,data/ignored/cnes/STRS1308.dbc,Fora do recorte principal de CNES.
CNES,STRS1309.dbc,2013,RS,st_mes_09,DBC,ignorado,data/ignored/cnes/STRS1309.dbc,Fora do recorte principal de CNES.
CNES,STRS1310.dbc,2013,RS,st_mes_10,DBC,ignorado,data/ignored/cnes/STRS1310.dbc,Fora do recorte principal de CNES.
CNES,STRS1311.dbc,2013,RS,st_mes_11,DBC,ignorado,data/ignored/cnes/STRS1311.dbc,Fora do recorte principal de CNES.
CNES,STRS1312.dbc,2013,RS,st_mes_12,DBC,ignorado,data/ignored/cnes/STRS1312.dbc,Fora do recorte principal de CNES.
CNES,STRS1401.dbc,2014,RS,st_mes_01,DBC,ignorado,data/ignored/cnes/STRS1401.dbc,Fora do recorte principal de CNES.
CNES,STRS1402.dbc,2014,RS,st_mes_02,DBC,ignorado,data/ignored/cnes/STRS1402.dbc,Fora do recorte principal de CNES.
CNES,STRS1403.dbc,2014,RS,st_mes_03,DBC,ignorado,data/ignored/cnes/STRS1403.dbc,Fora do recorte principal de CNES.
CNES,STRS1404.dbc,2014,RS,st_mes_04,DBC,ignorado,data/ignored/cnes/STRS1404.dbc,Fora do recorte principal de CNES.
CNES,STRS1405.dbc,2014,RS,st_mes_05,DBC,ignorado,data/ignored/cnes/STRS1405.dbc,Fora do recorte principal de CNES.
CNES,STRS1406.dbc,2014,RS,st_mes_06,DBC,ignorado,data/ignored/cnes/STRS1406.dbc,Fora do recorte principal de CNES.
CNES,STRS1407.dbc,2014,RS,st_mes_07,DBC,ignorado,data/ignored/cnes/STRS1407.dbc,Fora do recorte principal de CNES.
CNES,STRS1408.dbc,2014,RS,st_mes_08,DBC,ignorado,data/ignored/cnes/STRS1408.dbc,Fora do recorte principal de CNES.
CNES,STRS1409.dbc,2014,RS,st_mes_09,DBC,ignorado,data/ignored/cnes/STRS1409.dbc,Fora do recorte principal de CNES.
CNES,STRS1410.dbc,2014,RS,st_mes_10,DBC,ignorado,data/ignored/cnes/STRS1410.dbc,Fora do recorte principal de CNES.
CNES,STRS1411.dbc,2014,RS,st_mes_11,DBC,ignorado,data/ignored/cnes/STRS1411.dbc,Fora do recorte principal de CNES.
CNES,STRS1412.dbc,2014,RS,st_mes_12,DBC,ignorado,data/ignored/cnes/STRS1412.dbc,Fora do recorte principal de CNES.
CNES,STRS1501.dbc,2015,RS,st_mes_01,DBC,ignorado,data/ignored/cnes/STRS1501.dbc,Fora do recorte principal de CNES.
CNES,STRS1502.dbc,2015,RS,st_mes_02,DBC,ignorado,data/ignored/cnes/STRS1502.dbc,Fora do recorte principal de CNES.
CNES,STRS1503.dbc,2015,RS,st_mes_03,DBC,ignorado,data/ignored/cnes/STRS1503.dbc,Fora do recorte principal de CNES.
CNES,STRS1504.dbc,2015,RS,st_mes_04,DBC,ignorado,data/ignored/cnes/STRS1504.dbc,Fora do recorte principal de CNES.
CNES,STRS1505.dbc,2015,RS,st_mes_05,DBC,ignorado,data/ignored/cnes/STRS1505.dbc,Fora do recorte principal de CNES.
CNES,STRS1506.dbc,2015,RS,st_mes_06,DBC,ignorado,data/ignored/cnes/STRS1506.dbc,Fora do recorte principal de CNES.
CNES,STRS1507.dbc,2015,RS,st_mes_07,DBC,ignorado,data/ignored/cnes/STRS1507.dbc,Fora do recorte principal de CNES.
CNES,STRS1508.dbc,2015,RS,st_mes_08,DBC,ignorado,data/ignored/cnes/STRS1508.dbc,Fora do recorte principal de CNES.
